label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,score_rizk_gas_shape,score_highT_guard,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dv,family,score_bulk_shape,score_rizk_prior,score_swig_diag,trial_number,state,profile_Dv_fixed,profile_subdir,score_data,score_prior,p_d_over_eq_1p3_1200K,p_d_over_eq_1p3_1400K,p_d_over_eq_1p3_1600K,p_d_over_eq_1p3_1700K,p_b_over_eq_1p3_1600K,p_d_over_eq_3p2_1600K,p_b_over_eq_3p2_1600K,p_d_over_eq_max_1p3_1200_1700K,p_b_over_eq_max_1p3_1200_1700K,p_d_over_eq_max_3p2_1200_1700K,p_b_over_eq_max_3p2_1200_1700K,balanced_metric,rizk_distance_metric,pressure_metric
capture_only_v2_trial_00038,1.4818626262960812,0.9766250752565477,0.3693753312913651,0.021829177232134196,0.12226795711549675,0.0,0.0389690633188847,0.0701289674279786,1.4356004297689209,4.021591430775018e-08,477422.0770149884,22165057320781.35,5.469392208935009e+19,1.0,0.9352549931889004,1.8536060669153422,0.23697067327783922,1.6644462667357145,6.665962714815947,3.100687813022015,2.2246629878718935,0.37524918333962753,97.27497468046928,5.769952538546216e+18,9.117812051525893e+18,1.5765214342551828e+18,-0.7621907559465179,2.6195131037008523,1.1244612868620159,0.000958080240978804,0.12077537837468548,0.12077537837468548,12.0,22,0,4.2934800659537927e-19,3.1950070300589595e-105,4.431989536711674e-86,2.351311220118923e-104,7.359330348877301,1.0118375586529766e-19,4.961824798866557e-19,2.0515627063628526e-20,capture_only,0.08873851930290609,0.17658045314047538,0.6488738176692036,38,TrialState.COMPLETE,1.0,UN_M7_codex_results/capture_only_dv_profile/dv_1p00,1.3119089920973674,0.17658045314047538,2.4091970743137163,1.6144843601143364,1.0980603096903494,1.2216389219202024,1.0002234931310294,1.023247838160514,1.0000348817172475,2.4091970743137163,1.000765989463928,1.900190634762983,1.0004056718008212,1.3472250827254626,0.17658045314047538,2.4091970743137163
capture_only_v2_trial_00063,1.424938476101595,0.9160974304603108,0.38325165521678045,0.04022597807125955,0.0924396921782283,0.0,0.050919852831754195,0.09805618576384982,1.1707269907817042,9.389645079044632e-08,333156.65179182286,30850898789453.816,5.6219872606614266e+19,1.0,1.1494963602639454,3.453577435265692,0.30734571386339987,3.135320370585514,5.3172683223729775,2.6286850067737255,3.097599707358983,0.26479506962831223,112.47996666343565,5.196502594008404e+18,8.780955241916827e+18,1.6338613571340147e+18,-0.730326562196427,4.273786282842665,0.8903705177837035,0.0009194770569467488,0.17576953282280272,0.17576953282280272,12.0,22,0,4.2934800659537927e-19,3.2392704770569944e-105,2.09280366818663e-86,1.1162068210212258e-104,3.4458586552961883,1.040067643222364e-19,6.130893678992097e-19,2.0522075237526617e-20,capture_only,0.11249645937000168,0.22090118036048803,0.9125198242068099,63,TrialState.COMPLETE,1.0,UN_M7_codex_results/capture_only_dv_profile/dv_1p00,1.2609007997294146,0.22090118036048803,3.399542335523303,2.154100982210036,1.322136940752823,1.446415720502723,1.0004305988297444,1.2288823128997879,1.0001207669943333,3.399542335523303,1.000793428666284,2.7498953765057066,1.0003225742959674,1.3485203951806841,0.22090118036048803,3.399542335523303
capture_only_v2_trial_00034,1.3933664260328575,0.8228026610361466,0.3752341336055346,0.0,0.19782510033263193,0.10573097587338694,0.11212675745019444,0.10181097103699813,0.80707737944668,1.4837036502530371e-08,840619.1109160836,43216875675911.32,6.472868166407266e+19,0.3,0.5500017968420271,2.2338972137665256,0.9301805965755774,3.2559990124228992,7.660063870531353,0.5922963565191511,2.9152568763976827,0.3714431953153906,78.41400410552511,1.4434685495458257e+19,2.8786825409540063e+19,3.400924223315192e+18,-0.9275968183979643,4.154957581629574,1.689007668286305,0.0002503189397937197,0.049336699820660204,0.049336699820660204,12.0,22,0,4.2934800659537927e-19,3.4757670766216804e-105,4.486954245767942e-87,2.463768932183948e-105,0.7088417830859489,1.1974806107853443e-19,3.020038238595438e-19,6.166958218188292e-21,capture_only,0.11546942150962673,0.19005851976388888,0.9728136544727486,34,TrialState.COMPLETE,0.3,UN_M7_codex_results/capture_only_dv_profile/dv_0p30,1.1853999080793234,0.19005851976388888,3.691424172369485,2.2831218424858326,1.456864326247724,1.7193401164245488,1.0006333671723202,1.3510090778684998,1.0001395076137065,3.691424172369485,1.012029682628095,2.744580739654406,1.0100340391787392,1.3589083551897394,0.19005851976388888,3.691424172369485
capture_only_v2_trial_00091,1.52099543312225,0.89964286140068,0.37498597113585813,0.0,0.19792860360344414,0.08976175363053593,0.17863612798171438,0.029913419337228343,1.360630695982026,2.6607958318902576e-07,752422.7515840315,47847872227380.09,7.544077344983517e+19,1.0,0.4620028911658109,2.6024590851654668,0.5592261985771741,4.071089705940385,6.424240339683871,0.11616904298047075,2.988182989124432,0.44681292120138844,75.97770485775462,1.6265224769632385e+19,2.8762095444305097e+19,3.116547415924804e+18,-0.9651467843715935,3.9923711263127424,1.655193959496117,8.725899495687731e-05,0.007905452552923426,0.007905452552923426,12.0,22,0,4.2934800659537927e-19,3.752367367118726e-105,2.37126970049201e-86,1.3490471964933275e-104,3.5951895550386905,1.3956543088219505e-19,2.628396529377191e-19,2.0596821742782617e-20,capture_only,0.10657671254120796,0.2188303964742244,1.0883133750810121,91,TrialState.COMPLETE,1.0,UN_M7_codex_results/capture_only_dv_profile/dv_1p00,1.2621409048010541,0.2188303964742244,2.2324207012616863,1.5455026704954296,1.1222088011378535,1.3610293362299881,1.0007717936611056,1.0772697404367815,1.000068120502853,2.2324207012616863,1.0014989222410453,1.8545720765748013,1.0005080400037933,1.3597640362742205,0.2188303964742244,2.2324207012616863
capture_only_v2_trial_00081,1.5372492523625694,0.9585120969154547,0.2642499498221345,0.0,0.13998847529850292,0.13968448542748163,0.16819499563257725,0.05408981346037314,1.7987197986907961,2.630861169438576e-07,436687.27362938144,38030910181721.81,7.3648685519734145e+19,1.0,0.5078619897642962,2.4668561036631824,0.3406495830573241,3.736637040572189,7.529886121104373,0.1196638292798371,3.168389608467835,0.3999841338900635,106.98611738355062,6.176859035725645e+18,1.3056223160276238e+19,1.0344794411092925e+18,-1.101095700477135,4.468699230710241,1.4481709361686297,6.0262055179751224e-05,0.009729214033016622,0.009729214033016622,12.0,22,0,4.2934800659537927e-19,3.7075309422399104e-105,2.5262514457349688e-86,1.4288429541858144e-104,3.853893538438217,1.3625006821150817e-19,2.872457636782811e-19,2.059029009908573e-20,capture_only,0.09441768545895868,0.22088254736975557,1.1353232001019444,81,TrialState.COMPLETE,1.0,UN_M7_codex_results/capture_only_dv_profile/dv_1p00,1.2142676494789437,0.22088254736975557,3.1571729377649085,2.06398816104117,1.3844952510363753,1.8247100573625965,1.0007359509718226,1.35689404375709,1.000114598204121,3.1571729377649085,1.0013338715296287,2.6059143264517144,1.000355561966094,1.3599965436509356,0.22088254736975557,3.1571729377649085
capture_only_v2_trial_00082,1.444459080220292,0.8918248609689791,0.3299180368478143,0.0,0.13137863193523802,0.08786956517960581,0.20391889617249156,0.06477595944229272,1.379128459350748,1.4591795214971291e-08,505212.3416948565,25802125698975.61,7.996296707499826e+19,0.5,2.0224692900370185,1.1790278911053587,0.31002483892117183,1.2059608489117446,10.221679655490645,0.12182715101558478,2.3395459865408528,0.4383497029550365,104.52291134349615,4.891121859605597e+18,1.0247205516620368e+19,9.531591528402331e+17,-1.0314400238475483,3.1225865061464693,1.4228070917841662,5.8499854348406586e-05,0.007311655359597114,0.007311655359597114,12.0,22,0,4.2934800659537927e-19,3.863195926997983e-105,1.1540589663699407e-86,6.6621457809578304e-105,1.7245166713909998,1.4793148908874677e-19,1.1675300517892024e-18,1.0306483467127109e-20,capture_only,0.0978384223940123,0.1762728918253026,0.6582009622818173,82,TrialState.COMPLETE,0.5,UN_M7_codex_results/capture_only_dv_profile/dv_0p50,1.1850987640812012,0.1762728918253026,3.8716747262035827,2.416935098481431,1.515912566650164,1.9055104167571457,1.0005660423575788,1.363368406984147,1.0000488041405187,3.8716747262035827,1.0073664845961119,2.8474853575188956,1.0057504177643402,1.361697168557461,0.1762728918253026,3.8716747262035827
capture_only_v2_trial_00090,1.5291939603277278,0.919523837944653,0.3642039041603769,0.0,0.19142348426609004,0.09006988780232902,0.17715432634925596,0.03661215308231592,1.3488119268417058,2.1589020223055843e-07,759500.6714256691,45603558727289.49,7.518381009138675e+19,1.0,0.4452577886533325,2.4624262824949197,0.5573876663976363,4.063934477930961,6.328135556374865,0.10193106172377404,3.060650792251925,0.44097667114537814,77.78452151689982,1.5525500811950856e+19,2.7720000898806006e+19,3.0335364793598234e+18,-0.9608440181637774,4.101594695072362,1.6609338025436047,5.0942177340970665e-05,0.007137432350562319,0.007137432350562319,12.0,22,0,4.2934800659537927e-19,3.7459713338417634e-105,2.3921731349739514e-86,1.359802244700443e-104,3.6300391100587195,1.3909004866906548e-19,2.5310147147344745e-19,2.0595889986725986e-20,capture_only,0.10527666380920458,0.2182761013304115,1.1266584691434243,90,TrialState.COMPLETE,1.0,UN_M7_codex_results/capture_only_dv_profile/dv_1p00,1.2711104662085522,0.2182761013304115,2.294918274254594,1.580031169208537,1.1379860204580252,1.3824733108889065,1.000103595086465,1.08436935987111,1.0000983837728226,2.294918274254594,1.0009020215824098,1.8840535080694922,1.0005158888629113,1.3688076191560319,0.2182761013304115,2.294918274254594
capture_only_v2_trial_00029,1.357144517280149,0.8539194708835904,0.2537757790064933,0.0,0.14736820624998184,0.14291430224585736,0.1419841281584491,0.002822783233926051,1.105418408682731,1.6747527869862586e-08,551937.8952150715,35122092505377.23,6.933525745254581e+19,0.3,0.4780291039570911,1.2619595569684523,1.6930889065990031,3.6184243585359943,8.503887974344718,1.3551908034300557,2.6375191659903963,0.7814930206410531,93.40819875922044,7.725952302329298e+18,1.5553344366275584e+19,1.592448272665954e+18,-0.9897584537165709,3.626068583085064,2.9360986263827953,0.0006686960680678365,0.10159686584176299,0.10159686584176299,12.0,22,0,4.2934800659537927e-19,3.5973223048179204e-105,1.9005152847288293e-86,1.0597619746368403e-104,2.9459744911305092,1.2827022628720974e-19,2.665577442150006e-19,6.172270564849858e-21,capture_only,0.06498225794059193,0.18348422327429983,1.2313311250731567,29,TrialState.COMPLETE,0.3,UN_M7_codex_results/capture_only_dv_profile/dv_0p30,1.1072946509878,0.18348422327429983,4.4811761058559805,2.6668307660656185,1.6306674502761886,2.103753695240451,1.001190353589999,1.4709297772838854,1.000570783523128,4.4811761058559805,1.0622190878732565,3.241926444968387,1.0568625518268464,1.3691566824932626,0.18348422327429983,4.4811761058559805
capture_only_v2_trial_00039,1.3491130299057366,0.8640120435853236,0.34098711979345797,0.029239878171393726,0.14882904791077645,0.03967070446343474,0.09361535098630414,0.012131876346861727,0.7122516055223862,8.277011001359654e-08,560862.2367151848,31386599123942.77,6.20276539518838e+19,0.3,1.2420342186579778,1.9531813536602431,0.5831300169508558,3.2145236065207374,6.529197329969294,1.7464195937525746,2.5668244777883595,0.4735522524871553,88.49864009903713,8.840926319746746e+18,1.4978314460353282e+19,2.667521316960612e+18,-0.749355045400022,3.492839360465504,1.6912729019776738,0.0006156520365052084,0.10143338521935714,0.10143338521935714,12.0,22,0,4.2934800659537927e-19,3.402475149252413e-105,5.191799365313259e-86,2.824853706816036e-104,8.302349268992335,1.1475115981098502e-19,6.757897830199858e-19,6.1637551299175735e-21,capture_only,0.14300114041840822,0.16307527770854283,0.821952127664736,39,TrialState.COMPLETE,0.3,UN_M7_codex_results/capture_only_dv_profile/dv_0p30,1.2041909783689306,0.16307527770854283,4.108437033722165,2.47027112968809,1.4659860056821616,1.6740845550239443,1.0002134222713779,1.3044528324324998,1.0000737978194159,4.108437033722165,1.00440316331496,3.0497731614681216,1.0035551233409055,1.369852761072258,0.16307527770854283,4.108437033722165
capture_only_v2_trial_00074,1.4286444047619296,0.865008213222222,0.34499174738519944,0.0,0.12798412300464768,0.10075868999173958,0.17302996831967932,0.060222027004766185,1.415547065295663,1.6280935156432326e-08,555729.7558014346,22354127322046.906,7.447319270157427e+19,0.5,1.9501525284696817,1.0659360048233657,0.3023661063109067,1.4216784539448353,9.708548171022937,0.09849521884716936,2.484719318882494,0.4457128362672826,108.75740293923533,4.6111817714378885e+18,9.788203750826422e+18,9.06785618404332e+17,-1.0331983774187907,3.3441542298363993,1.4932376680921162,4.550674912836691e-05,0.006363472362278443,0.006363472362278443,12.0,22,0,4.2934800659537927e-19,3.7282263413530234e-105,1.7387649921063515e-86,9.860943368904843e-105,2.6449422502943247,1.377754064979124e-19,1.1059771579982384e-18,1.0296652473178191e-20,capture_only,0.103777272162975,0.17818992434696296,0.720871615137632,74,TrialState.COMPLETE,0.5,UN_M7_codex_results/capture_only_dv_profile/dv_0p50,1.1660433228253901,0.17818992434696296,4.1051480937287925,2.5399351037975935,1.5876388913978783,1.9976075827844866,1.000426313225495,1.4288923946419632,1.0000510056879106,4.1051480937287925,1.0078420848321326,3.011469172352183,1.0059657198823284,1.3711025810865707,0.17818992434696296,4.1051480937287925
capture_only_v2_trial_00071,1.4095260536658112,0.8325178077641328,0.3233373031545073,0.0,0.1305048602355474,0.13935530116309888,0.18537854171044324,0.077375338471052,1.4544209392579963,1.3236865838114812e-08,558922.3427431518,24815192472893.043,7.662112883997857e+19,0.5,1.3070591418315427,1.2963311880642607,0.4151381601977453,1.9627684349003272,9.771745274059734,0.1556556747796561,2.6659423292005857,0.42166696844225465,110.2709637253858,4.746556235067533e+18,1.0677484607465337e+19,8.816367364337935e+17,-1.0831792757641308,3.657353699191663,1.5520664915677849,7.667285030802874e-05,0.01144397217652419,0.01144397217652419,12.0,22,0,4.2934800659537927e-19,3.781608428705504e-105,1.8635391362069718e-86,1.0642617870122032e-104,2.814309855387419,1.4174908835396034e-19,7.464576788269708e-19,1.030054074900889e-20,capture_only,0.10517086077332474,0.15388010663729823,0.8093805955317683,71,TrialState.COMPLETE,0.5,UN_M7_codex_results/capture_only_dv_profile/dv_0p50,1.120989970955891,0.15388010663729823,4.444728887167241,2.731534834569315,1.7140025614657748,2.1906592491356562,1.0006924280365164,1.5713825725312345,1.0000670240699603,4.444728887167241,1.0090050852256627,3.254922199558506,1.0068375958544158,1.371958389747768,0.15388010663729823,4.444728887167241
capture_only_v2_trial_00075,1.4479451823169078,0.891561281059564,0.3399611385831476,0.0,0.1292593721558469,0.08846240660141803,0.20320318591847222,0.052978772782698795,1.3788229632282964,1.6215496065974946e-08,570482.4356701215,21849132277149.152,7.98312979278204e+19,0.5,1.7693826055768878,1.0360019276204644,0.3007126625952683,1.3849324019243776,9.911150140271559,0.09347696540731087,2.355190494126471,0.4754679206179167,105.51591160262008,4.78611979186548e+18,9.87770660350417e+18,9.499390417594918e+17,-1.0169603850051887,3.145225991051167,1.5565920272534912,4.484796746055705e-05,0.005597844886495366,0.005597844886495366,12.0,22,0,4.2934800659537927e-19,3.860013996042467e-105,1.0957507048949506e-86,6.322875026797416e-105,1.6380445856621326,1.4768790116646773e-19,1.0209972979870816e-18,1.0306251699771376e-20,capture_only,0.09147362188698427,0.17428738734545932,0.690814268042749,75,TrialState.COMPLETE,0.5,UN_M7_codex_results/capture_only_dv_profile/dv_0p50,1.1900916444321181,0.17428738734545932,3.962501533874678,2.4654150474998766,1.5331440023530214,1.9220996492925253,1.0002321220389192,1.374817117416857,1.000053015360095,3.962501533874678,1.007759797770265,2.911846596827959,1.0061491590197291,1.374705116758471,0.17428738734545932,3.962501533874678
capture_only_v2_trial_00087,1.346948770089226,0.8742098399078231,0.29183966429002667,0.0,0.14860536681439188,0.10646376597790834,0.019983910943740815,0.09113928511807105,0.9180366731335305,3.103422887674395e-08,670831.1736891997,31849813280060.01,5.23544878202155e+19,0.3,0.45603688179065255,1.8173400389200922,0.5680537655182823,3.5856729274402674,6.953345395145495,1.0653074281708443,2.9644750807241516,0.36943673405885524,91.93677110945531,9.107337982008444e+18,1.7609761518129932e+19,2.276158536093283e+18,-0.8885509668305419,4.2105356733904875,1.5873954099243768,0.0003408414280509971,0.08180206969749285,0.08180206969749285,12.0,22,0,4.2934800659537927e-19,3.1259299525503774e-105,2.550002787142063e-87,1.3418211797148536e-105,0.42925503772728213,9.685580246739869e-20,2.3996834427135316e-19,6.151669233043598e-21,capture_only,0.11255748003659385,0.19321870159806218,0.9866867171606005,87,TrialState.COMPLETE,0.3,UN_M7_codex_results/capture_only_dv_profile/dv_0p30,1.1530688417849755,0.19321870159806218,4.286861736542971,2.5735319039750024,1.5859948260464432,1.870338511247565,1.00072508773633,1.4519038891033047,1.0000712590595546,4.286861736542971,1.0042311798140453,3.1781399116656175,1.003541911080634,1.3796054191211664,0.19321870159806218,4.286861736542971
capture_only_v2_trial_00031,1.528078590929903,0.9800121426888085,0.3601740722763272,0.0,0.12397615501005549,0.07736243213336153,0.03620874504153734,0.041178709927431265,1.7228764024201848,9.551942743367416e-08,387032.76136275206,28429161179360.36,5.434739715547606e+19,1.0,0.9840262825859044,2.412500726110871,0.38926106233555,3.1288396984497098,6.4667096733732885,2.1932241916926256,3.145877226728755,0.3948117398960324,116.56806674918964,4.741484974200288e+18,9.101733359040662e+18,1.01034452667142e+18,-0.954654615321253,4.253818775208638,1.3369924773219288,0.000835261679264003,0.15728030129848797,0.15728030129848797,12.0,22,0,4.2934800659537927e-19,3.1848696255716192e-105,2.610765919349471e-86,1.3834205579127527e-104,4.3437274380248985,1.0054268473763072e-19,5.214263671692967e-19,2.0514150275184722e-20,capture_only,0.1261932224613124,0.1833194630208631,1.0757802152385985,31,TrialState.COMPLETE,1.0,UN_M7_codex_results/capture_only_dv_profile/dv_1p00,1.2885109826744545,0.1833194630208631,3.1266739680199525,2.01349037179492,1.3323227959210584,1.650797055284245,1.000392713325442,1.2312067597719072,1.0000671627102562,3.1266739680199525,1.0008741872242182,2.464733044221202,1.0004471104919317,1.3859614090367658,0.1833194630208631,3.1266739680199525
capture_only_v2_trial_00089,1.3894120946312638,0.9079794864794671,0.31611140926131326,0.0,0.15731091273942688,0.09862431432988697,0.008255008817681455,0.06727824254072036,0.8849201258355632,4.0090583828412325e-08,768209.5555355725,30272964435669.754,4.905858249809168e+19,0.3,0.41465013206916085,1.4523115944958378,0.5663977877999311,3.565526609161156,6.428595283179453,1.4006816742646466,3.056919362151711,0.41806526362171,89.12347542767152,1.0309059166025748e+19,1.9380265411112534e+19,2.650266661771467e+18,-0.8640701468567599,4.316113901684764,1.7705159611145038,0.0004373148335620921,0.10880842581396892,0.10880842581396892,12.0,22,0,4.2934800659537927e-19,3.025936304962928e-105,1.6972863094075007e-87,8.82769445366695e-106,0.2917343117628876,9.075837762146961e-20,2.156621809055301e-19,6.14729919542513e-21,capture_only,0.12220850774948988,0.19024504414178584,1.0970969077811776,89,TrialState.COMPLETE,0.3,UN_M7_codex_results/capture_only_dv_profile/dv_0p30,1.2078384501429769,0.19024504414178584,3.977442715566108,2.406321127012649,1.510395287678015,1.7854039659352403,1.0006788384546847,1.3715575164582328,1.000072406209472,3.977442715566108,1.0043792109681113,2.943023985304552,1.0037940893940964,1.4030481906032646,0.19024504414178584,3.977442715566108
capture_only_v2_trial_00033,1.4618259687364936,0.9421856690237806,0.36489303314840466,0.05956297913142458,0.12902238498292154,0.0,0.12324159161819224,0.0,0.9688524342626302,1.0051909358466647e-08,522258.11029097025,22928911277824.633,6.640665365601785e+19,0.5,0.4848840720217166,0.3949279932696195,0.4032120027011287,0.9552063531667478,5.860591716292202,0.6975864967371813,2.331059324891783,0.8561235313402181,93.35993008246923,6.838851345337854e+18,1.0530604956076114e+19,2.1165056253734456e+18,-0.6968338938942079,2.9946995904475893,2.8778007040806552,0.00028632470544597883,0.03645760933024954,0.03645760933024954,12.0,22,0,4.2934800659537927e-19,3.520530265470501e-105,2.9543952157443653e-86,1.6314179713063932e-104,4.6340120614993845,1.2285230926363303e-19,2.6775313772539596e-19,1.0281524184419965e-20,capture_only,0.0,0.18582412699757142,1.056214792774619,33,TrialState.COMPLETE,0.5,UN_M7_codex_results/capture_only_dv_profile/dv_0p50,1.316342550691421,0.18582412699757142,3.4746389876067965,2.1445315202306103,1.279182309794344,1.4542561713420004,1.0005876138567371,1.1304069112956037,1.000306581618896,3.4746389876067965,1.032310114137941,2.5378362139049275,1.030336613597244,1.4045381230336786,0.18582412699757142,3.4746389876067965
capture_only_v2_trial_00081,1.4584788431596873,0.8646550488447994,0.36033088562771626,0.0,0.1297948224377552,0.1206393857918235,0.1922293116078104,0.056158502756831576,1.4768823395084452,1.2446211609224912e-08,510627.95537021913,23635660402880.95,7.783937065797468e+19,0.5,1.8284099218506398,0.9241169178573904,0.3219869136672037,1.2429538301135272,10.064441910060616,0.12235896967858129,2.4706392317154746,0.49283474718906084,110.69971236844489,4.347917017387417e+18,9.429124816333949e+18,8.180214424882653e+17,-1.0617066968515647,3.332574862177807,1.6675369717232114,6.0130680798657875e-05,0.008096252235834421,0.008096252235834421,12.0,22,0,4.2934800659537927e-19,3.811552817242506e-105,1.1853564072590337e-86,6.7962509454264284e-105,1.7830661862225545,1.4400283571725317e-19,1.0483203687858388e-18,1.030272185596795e-20,capture_only,0.09543492292719852,0.16937926144795348,0.7534994444285064,81,TrialState.COMPLETE,0.5,UN_M7_codex_results/capture_only_dv_profile/dv_0p50,1.176747017965468,0.16937926144795348,4.286748624716011,2.6378745528208367,1.6443633892355447,2.110436881073077,1.000507546679156,1.4848495510748936,1.0000758608895362,4.286748624716011,1.0125126276387844,3.1301200207879125,1.009867565210038,1.4070119117095945,0.16937926144795348,4.286748624716011
capture_only_v2_trial_00071,1.3755394967253456,0.9084104611792593,0.2931029514048769,0.0,0.1396939217051667,0.10865076006030389,0.02499424629305712,0.06462857683432927,0.9322228443050797,4.2941355765721984e-08,657662.9993273868,31044892250084.906,4.720366918323666e+19,0.3,0.6596696785872375,1.7192031173158693,0.5545146020929923,3.534666356240882,6.595104094311594,1.428722486103583,3.1150804037618416,0.3751187260547101,94.84882267928366,8.715349703587782e+18,1.6866674446872041e+19,2.2434432565009925e+18,-0.8761143730696432,4.421695417975866,1.6010238046104301,0.0004333259127577617,0.11492815978799195,0.11492815978799195,12.0,22,0,4.2934800659537927e-19,2.9681795137722495e-105,4.35461833404414e-87,2.249921533235575e-105,0.7580139687630136,8.732678798898783e-20,3.4083469567759635e-19,6.144775041578212e-21,capture_only,0.14406245531849873,0.17202755021646018,1.076574813201546,71,TrialState.COMPLETE,0.3,UN_M7_codex_results/capture_only_dv_profile/dv_0p30,1.1827437326155292,0.17202755021646018,4.326139592193959,2.5825456107676965,1.6048098938463706,1.8787011616332778,1.0003732135146055,1.4664151020610703,1.0000517988679134,4.326139592193959,1.0044146970948862,3.196081162812741,1.0035438759833084,1.4095231179386636,0.17202755021646018,4.326139592193959
capture_only_v2_trial_00092,1.3794579365092867,0.8897051864345944,0.2584213406835524,0.0,0.14709865382809117,0.15230953540115275,0.022275626608106534,0.10929842525091894,1.0324626134907986,2.1294346867434602e-08,630426.4268193749,37976401118235.54,5.263148586204953e+19,0.3,0.4790694954930459,2.0762014383506737,0.7400405099117524,3.7172943564309606,7.5640250946122345,0.8071311045911481,3.1403015220384365,0.3307327983956307,94.29653179031533,8.94119529914815e+18,1.90364870412154e+19,1.9964616945353782e+18,-0.9793258255839375,4.534841474428042,1.5738089345935722,0.000280609967851782,0.07212844108405342,0.07212844108405342,12.0,22,0,4.2934800659537927e-19,3.134188405960605e-105,3.8751584002539493e-87,2.041108921819283e-105,0.6512400205225373,9.736824884479163e-20,2.5233369076170894e-19,6.152030153491485e-21,capture_only,0.1184712150413041,0.196503072947038,1.072860206277161,92,TrialState.COMPLETE,0.3,UN_M7_codex_results/capture_only_dv_profile/dv_0p30,1.1459382501757582,0.196503072947038,4.538986846371143,2.713272731279134,1.7026458600363057,2.0413642246024373,1.0009213946911335,1.6048855381284364,1.0000969437089238,4.538986846371143,1.0063383922648006,3.3611911684416516,1.0053507070165844,1.4204947215847143,0.196503072947038,4.538986846371143
capture_only_v2_trial_00068,1.548507855234755,0.9317827571057613,0.44477024736211407,0.10909945444409626,0.0945732220795232,0.0,0.08426345143052884,0.08191825059811268,1.0936920674567978,8.072729184594946e-08,316129.4750614765,24730828837127.8,6.070625694526927e+19,1.0,0.5299080415207414,2.9428766037312584,0.32056269938310306,2.993008587068797,5.241293757718784,2.152672907767874,2.306549153256902,0.3911834633807181,104.95525534022391,4.762791129075052e+18,6.974726716526695e+18,1.7080201659898831e+18,-0.6110342018247792,2.97100203928107,1.2107156006436934,0.000682626852501375,0.09002688136969089,0.09002688136969089,12.0,22,0,4.2934800659537927e-19,3.366037981555724e-105,1.3049838969186575e-86,7.068505071292936e-105,2.0999481021975863,1.1230657534874816e-19,2.870271186987485e-19,2.0540542369416977e-20,capture_only,0.061515891326566846,0.21795283391728135,0.6691611815059709,68,TrialState.COMPLETE,1.0,UN_M7_codex_results/capture_only_dv_profile/dv_1p00,1.3867268055829456,0.21795283391728135,2.973158232532697,1.9166525025708738,1.1723841366693113,1.2477762755646693,1.0004208942688262,1.0919637338187795,1.0001156157170452,2.973158232532697,1.000844409892234,2.4075110874086882,1.0003563996548153,1.4303173723664018,0.21795283391728135,2.973158232532697
