0.0	673.0	0.0	0.0
0.18	800.7085405405405	0.0	0.0
0.36	928.417081081081	0.0	0.0
0.37	935.512	0.0	0.0
0.54	1237.5520000000001	0.0	0.0
0.72	1557.3590588235293	0.0	0.0
0.744	1600.0	0.0	0.0
0.9	1600.0	0.0	0.0
1.08	1600.0	0.0	0.0
1.26	1600.0	0.0	0.0
1.44	1600.0	0.0	0.0
1.62	1600.0	0.0	0.0
1.8	1600.0	0.0	0.0
1.98	1600.0	0.0	0.0
2.16	1600.0	0.0	0.0
2.34	1600.0	0.0	0.0
2.52	1600.0	0.0	0.0
2.7	1600.0	0.0	0.0
2.88	1600.0	0.0	0.0
3.06	1600.0	0.0	0.0
3.24	1600.0	0.0	0.0
3.42	1600.0	0.0	0.0
3.6	1600.0	0.0	0.0
