label,score_total,score_swd,score_Nd,score_Nd_drop,score_Rd,score_pressure,score_fdot_prior,f_n,K_d,rho_d,fission_rate,Dv_scale,Dg_scale,b_scale,gb_scale,gd_scale,coalescence_d_scale,capture_scale,swD_1p3_1600K,swB_1p3_1600K,Rd_1p3_1600K,Nd_1p3_1600K,Nd_1p3_1400K,Nd_1p3_1725K,Nd_drop_1725_over_1400_log10,swD_3p2_1600K,swB_3p2_1600K,max_f_cap_step_3p2_1600K,capture_fraction_sum_3p2_1600K,capture_raw_sum_3p2_1600K,dt_h,n_modes,use_full_exp,D1_Xe,D2_Xe,D2_Xe_over_Dg_unscaled,D2_Xe_scaled,D2_xe_scale,D3_Xe,Dg,Dg_D1_scale,Dg_D3_scale,Dv,Dv_D1_scale,Dv_D2_scale,Rd1900_soft_max_nm,Rd2000_max_nm,Rd_1900_2000_ratio_max,Rd_1p3_1700K,Rd_1p3_1800K,Rd_1p3_1900K,Rd_1p3_2000K,Rd_inc_1600_1700_nm,Rd_inc_1700_1800_nm,Rd_inc_1800_1900_nm,Rd_inc_1800_2000_nm,Rd_inc_1900_2000_nm,Rd_last_increment_factor_max,Rd_post1800_delta_max_nm,Rd_ratio_2000_over_1700,Rd_ratio_2000_over_1800,Rd_ratio_2000_over_1900,Rd_ratio_max,b_bulk_scale,b_dislocation_scale,bulk_gas_1p1_1200,bulk_gas_1p1_1500,bulk_gas_1p1_1600,bulk_gas_1p1_2000,bulk_gas_1p1_2200,bulk_gas_1p3_1600K,bulk_gas_3p2_1200,bulk_gas_3p2_1500,bulk_gas_3p2_1600K,bulk_gas_3p2_1800,bulk_gas_3p2_2000,bulk_gas_3p2_2200,disl_gas_1p1_1200,disl_gas_1p1_1500,disl_gas_1p1_1600,disl_gas_1p1_2000,disl_gas_1p1_2200,disl_gas_1p3_1600K,disl_gas_3p2_1200,disl_gas_3p2_1500,disl_gas_3p2_1600K,disl_gas_3p2_1800,disl_gas_3p2_2000,disl_gas_3p2_2200,family,gd_bubble_scale,gd_line_alpha,gd_line_scale,matrix_gas_1p1_1200,matrix_gas_1p1_1500,matrix_gas_1p1_1600,matrix_gas_1p1_2000,matrix_gas_1p1_2200,matrix_gas_3p2_1200,matrix_gas_3p2_1500,matrix_gas_3p2_1800,matrix_gas_3p2_2000,matrix_gas_3p2_2200,p_b_over_eq_1p3_1600K,p_d_over_eq_1p3_1600K,qgb_gas_1p1_1200,qgb_gas_1p1_1500,qgb_gas_1p1_1600,qgb_gas_1p1_2000,qgb_gas_1p1_2200,qgb_gas_1p3_1600K,qgb_gas_3p2_1200,qgb_gas_3p2_1500,qgb_gas_3p2_1600K,qgb_gas_3p2_1800,qgb_gas_3p2_2000,qgb_gas_3p2_2200,score_base_highT_guard,score_partition,score_qgb,score_radius_guard,score_radius_saturation,score_rizk_prior,score_swig_diag,trial_number,state
capture_only_v6_trial_00967,1.802279451604762,0.581953037921533,0.6331691961616536,0.5220610039275897,0.12292267053422133,0.06283889754348039,0.13996485872895795,4.853948656687063e-07,728538.7522672379,12537064544886.018,6.901362871351909e+19,1.0,1.0,1.0,6.891265166231603,1.0,0.37721276771673024,0.6658338501303843,2.6244455334111434,1.4145392442238562,89.39983999051195,8.768771036835211e+18,8.963302804573839e+18,8.279598075291007e+18,-0.0344588134007695,3.900530387431731,4.941121397657348,0.00024901706556636877,0.03480447325960332,0.03480447325960332,12.0,22,0,4.2934800659537927e-19,3.5889690718403635e-105,8.409999899815314e-89,3.603361612565248e-107,0.010040102158688996,1.276752131200103e-19,4.2846155237699574e-19,0.1676146073148505,2.792214292330986,7.607228825261314e-21,0.28055247373926945,3.7910904468433997,700.0,800.0,1.35,112.86107393862011,145.85688931037848,183.18423097430434,220.80001173796876,23.46123394810816,32.99581537175837,37.327341663925864,74.94312242759028,37.61578076366442,0.75,350.0,1.9563876545960535,1.5138127021762673,1.2053439892920743,2.8,0.3817562585244126,0.1256308871395955,57.280288938237376,55.78742034958482,52.86044309944178,2.2979589876907753,0.17728692161553655,57.48646720131305,79.47008146167889,78.65866931314602,77.16776396549729,59.475320409816185,29.255468947233112,11.360844646312637,37.136733749222735,38.74782680428079,41.69798122278124,91.52723691421616,93.6482449926994,37.07786200079014,14.971069285224651,15.902767675520929,17.360877643256647,33.83564718539747,61.69330409295229,77.11754849652138,capture_only,7.4531424410134335,0.4947317432777925,6.879510600015955,0.3824524325241662,0.3593255160062188,0.31088378211774564,0.0029822281895533643,0.0002323901411210634,0.1365393975528796,0.1284042640710299,0.018877277122713473,0.0019189773134201304,0.0002397603865099004,1.0036255644249854,1.5396629568744586,5.200524880015722,5.105427330128177,5.130691895659253,6.1718218699035114,6.174235695543908,5.170026415676947,5.422309855543582,5.310158747262021,5.359765720756541,6.670155127663646,9.049307982501176,11.521367096779466,0.0,0.1031889776903002,0.0,0.0,0.012292335873919332,0.2110147645483807,2.353134753972536,967,TrialState.COMPLETE
capture_only_v6_trial_00782,1.8024412107997296,0.6431374232777282,0.6598327988811262,0.52249958050123,0.16495536984961842,0.011815657227252354,0.09670455066980962,1.2136406075029636e-06,952153.1788777893,11932783691872.096,6.247043858589666e+19,1.0,1.0,1.0,4.922779312032228,1.0,0.3857842810672042,5.552453806231587,2.3509134618994882,1.3552541499829163,80.00963378888504,1.095774490080525e+19,1.1180332096557947e+19,1.0340100443369376e+19,-0.03392994636925085,3.631108195834819,4.460471406311281,0.0016434426571640692,0.24681406319001906,0.24681406319001906,12.0,22,0,4.2934800659537927e-19,3.4145978438823e-105,1.0110100159038386e-86,3.0327718453011127e-105,0.8881783401622892,1.1557031138390883e-19,2.9997446094436833e-19,0.17166923335813336,1.9578438017412905,7.49171420339679e-21,0.29214998884962357,3.284995987353292,700.0,800.0,1.35,102.93959627760934,135.98042620947732,171.11021908201008,202.27781779205847,22.9299624887243,33.040829931867975,35.12979287253276,66.29739158258116,31.167598710048395,0.75,350.0,1.9650146795461685,1.4875509912025888,1.182149253722306,2.8,0.24457245755053406,0.09713682166019023,66.13014508078327,63.47074922362395,59.196568216402795,1.352122448324764,0.06768197431807389,62.72523237062577,83.10147863616261,81.53895930341959,79.26114945326239,51.34528685228729,6.747763300031185,1.913850162121337,28.883776420647703,31.617709196635236,35.891538559604825,92.78187669752494,94.07539136495289,32.39715027973769,12.107333694714763,13.731092028585532,15.94331583414381,42.53882114495248,84.21617810267692,86.7607297014905,capture_only,7.373328904017774,0.26828786987119635,5.834187865769505,0.3843550579390002,0.3624123286019183,0.2956346011761371,0.0022816137536297984,0.000174492951177444,0.13564166767159797,0.12824003624850847,0.014878128350390324,0.0021141447011147237,0.00023706091875765994,1.0020389605338225,1.3392351304218286,4.601723440630019,4.549129251138903,4.616258622816262,5.86371924039669,5.856752167777851,4.6251468951575045,4.655546001451034,4.601708631746385,4.690444256056144,6.1010138744098406,9.033944452590775,11.325183075469406,0.03678567668693719,0.034114656210535645,0.0,0.0,0.006159094706999901,0.21555047522791757,2.042348866253771,782,TrialState.COMPLETE
capture_only_v6_trial_00989,1.8031364591642858,0.6653573207152258,0.6313385664415645,0.5225100401969964,0.13199414967760079,0.01051617077576653,0.11971237581033926,1.825415707473771e-07,701665.703696146,12676840523517.44,6.586919868073485e+19,1.0,1.0,1.0,6.752695729258671,1.0,0.4095989315987814,7.999132772232199,2.355651358241655,1.9228413377668223,86.91229145781904,8.566014476663163e+18,8.743036793465372e+18,8.08595449870576e+18,-0.03393101289881337,3.2366954262596273,6.375912770140115,0.002989960736353611,0.33042518732536746,0.33042518732536746,12.0,22,0,4.2934800659537927e-19,3.50625480959845e-105,1.4213193726361496e-88,5.1277591049874953e-107,0.014624604837475422,1.2185801755935949e-19,3.6077458759159366e-19,0.17304406825080754,2.3509200918635105,7.544168820696395e-21,0.28387891644438784,3.6264901421085023,700.0,800.0,1.35,111.00307432388439,147.74207566655033,189.76231112503467,230.61312358218677,24.090782866065354,36.739001342665944,42.020235458484336,82.87104791563644,40.8508124571521,0.75,350.0,2.077538167179988,1.5609170410105382,1.2152735820667542,2.8,0.2941062132158555,0.16181221166800586,64.22818346377896,62.86855649208846,59.55414361339063,1.1074180488970566,0.03166693043055672,64.02582828187738,82.91722721543144,82.42660908462317,81.26812083863062,65.10900302122583,5.592341572519576,0.9034750998016178,29.677718669287863,31.18503704817574,34.50305522371999,91.53600929114728,92.60629836512483,30.06254421317519,11.154634117010495,11.796792858196435,12.886835507794009,27.165495331872236,81.70602363036454,84.09995269361522,capture_only,5.764144902545348,0.5049429853549102,6.199344589318307,0.5128361868529488,0.47698594706110964,0.4028900908043815,0.00403000336490193,0.00031157396724024845,0.1792975656785921,0.16644360501500244,0.021455464180631205,0.0034940604348350653,0.00035154876217650326,1.0110989021841381,1.3331336594764236,5.581261680080243,5.469420512674691,5.539911072085003,7.3525426565907654,7.36172313047741,5.569493753154083,5.748841101879488,5.610154452165435,5.704929888857645,7.7040461827213145,12.69814073668107,14.996220657820981,0.04245202365418178,0.046633859462315984,0.0,0.0,0.01192863794485646,0.20230739894101202,2.674053850890469,989,TrialState.COMPLETE
capture_only_v6_trial_00953,1.8032232110178181,0.6572280303687755,0.6387061318451461,0.5303092320908179,0.1364862125522111,0.013654813627109907,0.10150900689943233,5.811087191448327e-07,767199.8242009412,11876692380774.393,6.3165365172916445e+19,1.0,1.0,1.0,5.621121565951627,1.0,0.28739600707630886,6.310798814020142,2.385523107252273,1.4921369653641454,86.2847481687694,8.865289263560876e+18,8.997722754171769e+18,8.513687404274641e+18,-0.024014906956787787,3.2495414005745236,4.907592738977764,0.002146707967953122,0.2482072616774591,0.2482072616774591,12.0,22,0,4.2934800659537927e-19,3.4335374596294438e-105,9.95328350688075e-89,3.4450787459539416e-107,0.01003361339860187,1.1685592556989542e-19,3.4612484850575624e-19,0.1778050985612956,2.3086940825658164,7.23786527789607e-21,0.2712633105064585,3.596617510967234,700.0,800.0,1.35,109.19492526699341,142.15522366041,178.07911113687098,209.21099139517082,22.91017709822401,32.96029839341659,35.923887476460976,67.05576773476082,31.131880258299844,0.75,350.0,1.9159406069799243,1.4717080808437133,1.1748205056704937,2.8,0.3398228738879645,0.173527169584324,63.634485518708644,62.197858495431944,59.01883322788725,1.7122113092669893,0.08775192998033043,63.647536539243255,83.03419525755149,82.44064263235981,81.21118830859812,65.28778095639049,6.382747802282849,0.884484305429096,30.718762483323633,32.250377692179676,35.427680235515815,91.51451303299163,93.13799709785187,30.818730223334068,11.447650571111856,12.129268783375315,13.281827056712428,27.536265867776514,82.53794661270008,86.05920817447148,capture_only,5.969646572841306,0.5234832997044512,8.991404325594138,0.4557398956704436,0.43052798534669906,0.359683033225767,0.003211243772521459,0.00024413750037789703,0.1588086488869112,0.15004538758996241,0.018067924805553158,0.0026337908243006195,0.0002678425623578397,1.0029369908796617,1.3419748100540871,5.191012102297293,5.12123582704169,5.19380350337117,6.7700644139688775,6.774006834667428,5.229250472652663,5.359345522449743,5.280043196674909,5.381643926074497,7.157885251027452,11.07667179419277,13.056039677537076,0.04300921278734364,0.04737699405085754,0.0,0.0,0.00535246269421547,0.2003165164543837,2.1522575833088307,953,TrialState.COMPLETE
capture_only_v6_trial_01457,1.8032991690536244,0.6397902715490282,0.6178363519387726,0.5099213603506364,0.09253039230525918,0.07160758603748259,0.08423334899111383,2.972273211649384e-07,875489.0757186825,9338389734993.871,6.07020493323073e+19,1.0,1.0,1.0,5.159005318382005,1.0,0.4564969481102278,6.016649359183136,2.8564042627624033,1.2951742791948215,95.79631159884545,7.75683760623457e+18,7.987710897593042e+18,7.122067655659642e+18,-0.049816242977156554,4.422060350511609,4.7564872488353585,0.0020169534312107916,0.3262245326227566,0.3262245326227566,12.0,22,0,4.2934800659537927e-19,3.365921327761077e-105,1.2822326708626698e-86,4.103710133460305e-105,1.2191937166249769,1.122987912647685e-19,3.200441095218219e-19,0.1652915027823607,2.217980527571391,7.197806930849434e-21,0.2663337341230214,3.7887456765959873,700.0,800.0,1.35,124.23683417969406,163.35757938340075,206.16541224366316,253.5818117892549,28.440522580848608,39.12074520370669,42.80783286026241,90.22423240585417,47.41639954559176,0.75,350.0,2.04111617511501,1.5523112716680112,1.2299920196582304,2.8,0.3486573432270391,0.1350628462478241,55.37630747743607,52.8719001335217,48.372494628914296,0.4897744507298741,0.011996345676410775,53.224360666347394,78.4180616581229,76.96722780885963,74.50310108198083,45.75288556823382,6.1137860107707525,0.9640177836007506,38.429594981725536,41.06899185337588,45.60205247459701,92.93313590279601,93.41448886428398,40.75835079982728,15.478250440707042,17.049048235551222,19.432091595243516,46.36184789478662,82.53058182914643,85.52148118793797,capture_only,8.185676979002475,0.4699606160386167,8.498292774822282,0.5717810155121121,0.5375985014536364,0.4467243069737994,0.0031435529431891795,0.0002491878362903272,0.2035021056207796,0.19194195126383984,0.02454217205235495,0.0030009772732197135,0.000302010434919611,1.00348049113516,1.6687707131223068,5.6223165253262835,5.521509511648782,5.578728589514906,6.573946093530936,6.573265602203309,5.634972865727126,5.9001857955493,5.791782004325309,5.904138265666232,7.860724364927203,11.352631182809612,13.514199018026382,0.014688487603951295,0.0854717594488909,0.0,0.0,0.01956307111342075,0.20827387569124817,2.4335108888938413,1457,TrialState.COMPLETE
capture_only_v6_trial_01136,1.8035012432183524,0.6670376477642508,0.6280905239224485,0.5254853147968144,0.07244277551588647,0.05569949394892573,0.08332350454338702,3.19748353932596e-07,605098.1328615281,9056972856086.94,6.0575012004947395e+19,1.0,1.0,1.0,5.046804119639397,1.0,0.34444817379386744,7.8869337615434,2.3703146700019526,1.5818730378891976,102.16966281113348,5.305807811949629e+18,5.402471993223964e+18,5.040593661921851e+18,-0.030110835141772607,3.3795969720771124,5.163795561056351,0.0025335072316590495,0.3091467657048004,0.3091467657048004,12.0,22,0,4.2934800659537927e-19,3.362397380810987e-105,5.176388937861844e-88,2.1099652489965106e-106,0.06275181098575569,1.1206377220915268e-19,4.0761335253684625e-19,0.15981888341464792,3.025022510341489,7.271444656789119e-21,0.2698457173091423,3.799293922868828,700.0,800.0,1.35,131.0879171443328,173.57685819658428,224.17350317908014,278.1294193045494,28.91825433319933,42.48894105225148,50.59664498249586,104.55256110796512,53.95591612546926,0.75,350.0,2.1217014150764046,1.602341592043072,1.240688196242206,2.8,0.3720452729842745,0.19317211268213685,63.45286805953513,62.01171734432737,59.07171177200102,1.4638420757437463,0.026436811035926107,63.59831250420178,82.38295685992635,81.761528126779,80.5364936555131,64.08865036245275,8.842252344733119,1.288342011779061,30.03626312806748,31.608735735529745,34.547806862395575,90.6382887163379,92.04978768309053,30.027164671195155,11.149731490836839,11.901249642599064,13.052796339201048,27.47635013035163,77.50786381860709,82.0700313440693,capture_only,7.571754532102681,0.6328712574312978,9.211760642610102,0.4757989245401947,0.45072643831125714,0.39377708558424945,0.004601442464379035,0.0003652599126597007,0.1658692627747314,0.15725071036090194,0.024553817377562123,0.003609042010560755,0.00039185783382270447,1.003817956754811,1.554138361607281,6.035069887857213,5.928820481831632,5.986704280019153,7.8932677654539685,7.923410245960914,6.0406360908015415,6.301442386462085,6.179971520261039,6.273221919766953,8.41044568981806,13.64627479464924,16.64123478631783,0.041714411862997264,0.052474372163018236,0.0,0.0,0.02045482459092173,0.20222030124971557,2.2611971271821276,1136,TrialState.COMPLETE
capture_only_v6_trial_01158,1.8039084925692863,0.6380906798874255,0.6259312039367948,0.527568166051307,0.08141315605204186,0.07649286325796978,0.08063941610411167,9.704083434277558e-07,541015.5708823093,10755994258868.793,6.020179221333248e+19,1.0,1.0,1.0,6.695120748655616,1.0,0.331479920108591,6.359179360641261,2.382467369992385,1.2025427279516236,100.29867486214549,5.637061414870334e+18,5.733830888072176e+18,5.382425659783316e+18,-0.027466839634625633,3.44118981689657,3.949405516960859,0.0019116777905299183,0.24794880182034315,0.24794880182034315,12.0,22,0,4.2934800659537927e-19,3.3520230353925974e-105,5.133172673959018e-88,2.2996955269566796e-106,0.06860619699432745,1.113733155946651e-19,4.480066565115202e-19,0.15069090608981583,3.4416486060702955,6.117170976475132e-21,0.216262176562626,3.64740013170798,700.0,800.0,1.35,126.95479490529326,165.1045762347064,211.0731152078554,261.0447354433551,26.656120043147766,38.149781329413145,45.96853897314901,95.94015920864868,49.97162023549967,0.75,350.0,2.0562022540234994,1.5810872199705948,1.2367502852567929,2.8,0.8031348520197992,0.20219026750140193,59.832402903546495,58.658839728882285,56.33436063572231,2.66497654573898,0.08854672305476295,61.04372739513752,80.84597947464684,80.26932359897204,79.19942879555778,64.12242828849784,13.563069752415755,1.9674955326729475,33.86347028881102,35.13563585636485,37.46087013070992,89.7985562822512,92.3391830633077,32.72399953141939,12.734985050443804,13.404992012458939,14.411333831583814,27.69090855295874,74.05186432898917,83.23504196511338,capture_only,5.883469540048968,0.5435336674227615,9.817774235336646,0.4125564323100704,0.3957860130113667,0.35225152928016273,0.004443364524437501,0.0003521891529332743,0.14599090379881774,0.14043142123919777,0.024488788888041634,0.0030121014636126384,0.00033507943566570496,1.0010998667549096,1.6725334284586222,5.891570375332417,5.809738401741521,5.852517704287614,7.532023807485378,7.571918024484623,5.932395081730057,6.273044571110532,6.185252967329813,6.263817649422309,8.162174369655403,12.382053817131485,14.797127422777999,0.009694040625339066,0.06722416431608105,0.0,0.0,0.01979906075122808,0.19912611746252942,1.8057733307794304,1158,TrialState.COMPLETE
capture_only_v6_trial_01228,1.8043269814001146,0.640470570068944,0.6223387166258794,0.5195973368389207,0.09273697979707853,0.07486545765918645,0.07674443041574251,2.9128612198901575e-07,685502.7555125853,11568067569647.65,5.966428420639928e+19,1.0,1.0,1.0,7.989528351515171,1.0,0.34895235699190824,5.761542131044848,2.8380664323826963,1.5697057872728446,96.15562054975805,7.620964222991902e+18,7.797846774946096e+18,7.152048179876641e+18,-0.03754426576719276,4.26283961035685,5.623382901978763,0.0020214880158791436,0.3106403671600113,0.3106403671600113,12.0,22,0,4.2934800659537927e-19,3.337025317811877e-105,3.6860863132271345e-88,1.4389649294702352e-106,0.043121187058112576,1.1037892578183868e-19,3.903774375295175e-19,0.2055788370469172,2.737049409615977,7.901086454332303e-21,0.31420457102018884,3.2938331452106486,700.0,800.0,1.35,123.85250265458406,161.27513831860128,201.18170598604436,240.42104549938242,27.696882104826003,37.42263566401722,39.906567667443085,79.14590718078114,39.23933951333805,0.75,350.0,1.9411884325817772,1.4907508249934178,1.1950442726440544,2.8,0.3851024074662002,0.13819427942303622,56.32648992698547,55.10578371153149,51.2656447174767,0.8219067207290989,0.03172611053705011,56.16917280302252,79.36653915065095,78.69638797491058,76.80046639633777,52.04669772074303,4.597835571310182,0.6293434853287158,37.92979123103338,39.27376841299289,43.118124625001805,92.68011437946386,93.47794518963417,38.21162271341121,14.898225260099126,15.697723668796067,17.513473688441124,40.500693542915606,84.69018270835747,87.27256907324715,capture_only,5.914806927135205,0.5031747291281014,8.525288837393799,0.41704485648503115,0.38848726665936384,0.3215023223598537,0.002443550578371995,0.0001861272198453071,0.14861052257133953,0.13844688784698805,0.017111562159488704,0.002118252314678011,0.0001976940267700698,1.00636560341018,1.5673545361576515,5.326673985496137,5.231960608816284,5.2947283351616505,6.495535349228688,6.490142572608927,5.344046189450156,5.58662506667861,5.46744146844636,5.570988111644852,7.43549717418188,10.709863468017684,12.097889747397383,0.04815189777446432,0.07573818245176789,0.0,0.0,0.011895132573825103,0.20533410769526572,2.6969980453021503,1228,TrialState.COMPLETE
capture_only_v6_trial_00503,1.8044688684424401,0.6319832174323952,0.6535236639582647,0.46607926194531074,0.16735626121503341,0.0,0.08144199848560259,2.9979599649114887e-06,906609.7251232362,15634834451357.068,6.031314884449262e+19,1.0,1.0,1.0,4.493447401922374,1.0,1.0092023206824723,4.5277960873721455,2.5891821817647305,1.2850214667612059,78.5476205694934,1.275483660968233e+19,1.35492227685084e+19,1.0620925625147036e+19,-0.10575201562422909,3.7464712663886144,4.446432638849506,0.0014180288867337604,0.21647669721132914,0.21647669721132914,12.0,22,0,4.2934800659537927e-19,3.3551217599240727e-105,4.0011113786681664e-87,7.400926045644851e-106,0.22058591536219943,1.1157932536231135e-19,1.8497175772468415e-19,0.1604025554670004,1.0405443831563035,9.701562487650168e-21,0.4022622314338383,3.347478808331716,700.0,800.0,1.35,105.30143572044736,149.75081493648483,215.29822559690447,334.1338261012137,26.753815150953955,44.44937921603747,65.54741066041964,184.38301116472886,118.83560050430921,0.75,350.0,3.1731174776027466,2.2312654942340906,1.5519581045075637,2.8,0.11083543307516347,0.0784455736003868,65.24060731030755,63.14060908948796,57.95019853871254,0.5759942869168454,0.000443227435268136,62.05688035471021,83.83025155341906,82.714798642426,80.37859439750558,45.33871189267259,7.353952186168871,0.8683415450474682,30.68054129403762,32.8188641895444,38.02063824108489,94.70220088750487,95.20372840868251,33.95910687122091,12.360708051381781,13.501054018124753,15.781143034000916,49.8129733790777,85.8755287209387,91.84548478457869,capture_only,6.465522915050232,0.23227102586574977,8.992065522685975,0.35811662937486327,0.33406314466755704,0.24318780695789852,0.0015995989559914193,0.00014714324602034447,0.12317156024693911,0.11461792577107364,0.009986427555415242,0.0011588415257337906,0.00011063166909292914,1.0017837497890612,1.2427543052992702,3.7207347662799717,3.7064635763000995,3.7859754132446883,4.720205226622298,4.795681220636201,3.7782881124967562,3.6858688349522137,3.6695294136781835,3.757033950185321,4.8383283006942746,6.769360251366683,7.286063038704766,0.0,0.03762732443815457,0.0,0.0,0.11154615167393124,0.23540138917734776,2.09875638701913,503,TrialState.COMPLETE
capture_only_v6_trial_01398,1.8050415343874608,0.6836836749777507,0.6183295080653822,0.5172004191902317,0.10722721751552204,0.028469221965388678,0.07933757090708111,4.9186322545325e-07,833206.0249525227,8883548637728.861,6.002160096487728e+19,1.0,1.0,1.0,4.8707218676000466,1.0,0.461528019568299,4.651662025365363,2.343684736460727,1.6299017462174932,92.42207621087333,7.08734250155119e+18,7.263454539906378e+18,6.614406875949458e+18,-0.040652316322735346,3.28870925307819,5.3333696999165054,0.0015041927954833893,0.19059731128491988,0.19059731128491988,12.0,22,0,4.2934800659537927e-19,3.3470027707442396e-105,6.803145805388472e-88,2.4239747516583563e-106,0.07242225112109367,1.1103996178502298e-19,3.5630204334859807e-19,0.1762632140237797,2.527232351850863,7.693679842497209e-21,0.2995938625223729,3.4594530897253124,700.0,800.0,1.35,119.11476966256478,159.55809732151232,209.59320712067046,267.2136022450878,26.692693451691454,40.44332765894754,50.035109799158136,107.6555049235755,57.62039512441737,0.75,350.0,2.2433288751853864,1.6747103828058805,1.2749153749588993,2.8,0.2446777664760423,0.14393032573596898,65.88830039997407,64.21548641064841,60.85232689989021,1.7107571315049706,0.04018380510501227,65.11361671238758,83.75998299651428,83.01693950336148,81.61815742267557,63.8211613140976,13.066550773440422,3.0721853140811017,28.499513545845407,30.277804301475243,33.635951504472516,91.43878847557122,93.06285750958862,29.4045235584446,10.792367941037828,11.637308910319371,12.967479395117284,29.13985202050743,75.66077210228548,83.00575315903279,capture_only,8.501539619989869,0.8496227790133951,9.082373415447643,0.4042817336567375,0.37983561824478035,0.31911825632927554,0.0031494655563033733,0.0002611106910707297,0.14093030861390035,0.1323548066039285,0.01683050500453708,0.002417839389601441,0.0002726539004580586,1.0037437667674398,1.390618995448812,5.20790432052379,5.126873669631579,5.192603339308004,6.847304927367512,6.896697574615313,5.210540632268824,5.306718753834012,5.213396779715219,5.303120144068944,7.0221561603904314,11.270259284884494,13.921788872985648,0.04109043838683254,0.04382517529807701,0.0,0.0,0.025675251605232638,0.21091942443632417,2.2960637992107467,1398,TrialState.COMPLETE
capture_only_v6_trial_01159,1.805371747099842,0.6495820330115185,0.6224777486046403,0.525943031093156,0.0931745646577945,0.057059518501548834,0.08567149035157134,6.320224565737857e-07,575383.8304628022,11032313249974.127,6.090339388655091e+19,1.0,1.0,1.0,6.777941930634903,1.0,0.37430948249591917,6.200672348722043,2.3413460704989704,1.41925113542877,96.97710152134006,6.128714667382262e+18,6.243126422096975e+18,5.832530696218855e+18,-0.029545096264596966,3.322890057713622,4.638888188976951,0.0019466721887339213,0.2426475600780817,0.2426475600780817,12.0,22,0,4.2934800659537927e-19,3.3714989720705135e-105,5.148964095820417e-88,2.3420828827234455e-106,0.06946710950011412,1.1267127869011918e-19,4.548648697365342e-19,0.15016903148022748,3.4648590124891823,6.136658551727946e-21,0.21375346781491836,3.768420595065132,700.0,800.0,1.35,122.2661768810654,159.53426317867348,206.0086592886326,257.7238280955926,25.289075359725345,37.26808629760808,46.474396109959116,98.1895649169191,51.71516880695998,0.75,350.0,2.107891443651614,1.615476343203778,1.2510339564634678,2.8,0.554329403824918,0.20288655187912327,61.20762713508119,60.18959162101264,57.96605356088648,2.6792505208977047,0.0768038138845018,62.653212991466575,81.69247171336997,81.23517893414054,80.28886643749435,66.6052014036032,13.673795131053096,2.050266477202743,32.73129798924045,33.85436439589323,36.07881206081455,89.96877756551781,92.52149863081505,31.375624645800887,12.18065620189114,12.743952955011425,13.637876238324795,25.673169323632866,74.29687770509312,83.48902604452977,capture_only,6.025915088845146,0.5234362227040933,9.943472383372137,0.37702214701547276,0.359540903505926,0.32043005013587156,0.00431779980776886,0.00034580078059149856,0.13302838947937057,0.12706779698602225,0.02233242670873703,0.002965326705596464,0.0003295132651180887,1.0024905979855614,1.5722857352755408,5.684052728662881,5.596503079588197,5.634704328163109,7.347654113776704,7.401351754519857,5.697852690268043,5.993843695259512,5.893800313862012,5.959769794911568,7.699296846055193,12.026361837148208,14.460377965002348,0.019501938724501202,0.06348336846942226,0.0,0.0,0.02154211499079939,0.2012425675044003,2.0573196940741156,1159,TrialState.COMPLETE
capture_only_v6_trial_00513,1.805575160748908,0.6397050322366594,0.6242908304698027,0.4501809344565198,0.14654234096192112,0.0,0.06804369604233519,2.5245997573198365e-06,818211.8184190352,15649407151871.473,5.848085323912755e+19,1.0,1.0,1.0,5.3684946937595575,1.0,1.1383127556970558,5.243500630714221,2.6399899364959034,1.3511992696410255,82.19740913602017,1.1348521263190303e+19,1.2170221925343097e+19,9.106040736186212e+18,-0.12596890890238294,3.9641670932396686,4.678783966814042,0.0016210240388540463,0.2677933560327878,0.2677933560327878,12.0,22,0,4.2934800659537927e-19,3.3037648972000267e-105,4.038416719410332e-87,7.999576931324195e-106,0.2421351754812794,1.0818957849238597e-19,1.9808696048812544e-19,0.18140045531942403,1.1110408070375841,9.547156371335749e-21,0.3916463196968142,3.5209507970139104,700.0,800.0,1.35,112.090409733204,162.9586985529394,243.2667334820763,405.6523830614896,29.89300059718383,50.86828881973541,80.30803492913688,242.6936845085502,162.38564957941333,0.75,350.0,3.61897493306535,2.489295672238741,1.6675209851139707,2.8,0.12388301898395614,0.0778683775582775,65.50055323046152,63.28403929350302,57.693100020025604,0.3481947314878462,0.0006458890579630103,61.65491784957099,83.71722482804084,82.48597370450781,79.79094096915166,41.81049373454836,7.199796594552677,0.8258674078182446,30.423782030688447,32.679850600292106,38.27542032205704,94.86349338371267,95.0954787320689,34.35507310585645,12.459514195967218,13.716549073967808,16.346173133042562,53.22036740240756,85.88202015208594,91.72412354083538,capture_only,6.980035205934036,0.21901555199531317,8.586671996050523,0.3420734658775879,0.31738763599650915,0.2259412803689797,0.0014740924819173365,0.000133972968703229,0.11822314394210118,0.10947356200006404,0.009261271807079995,0.001027989275024194,9.84160096987337e-05,1.001762925779271,1.2889829458958704,3.7335912729724443,3.7187224702083492,3.8055383775483795,4.786837792317545,4.903741405904444,3.799085606865227,3.70503783204984,3.688003659524348,3.7849887807436615,4.959877591237001,6.917155264086371,7.4499106353366775,0.0,0.04038929837308986,0.0,0.0,0.16797523375841722,0.2333548082266781,2.2427274507782267,513,TrialState.COMPLETE
