Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
0	1273	1e+19	0	5e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e+13	0	0	0	0	0	0	0.5	0	1	0	7.43262e+26	2.372858e+28	
55	1273	1e+19	0	5e-06	4.752e+23	4.490564e+23	4.490564e+23	0	2.61436e+22	0	5.94e+22	5.613205e+22	5.613205e+22	0	3.26795e+21	0	0	1.308758e+24	0	0	3.976259e+13	1232.798	1981.221	6.375315e-09	7.493094e-17	1.830117e-25	0.002979448	0.5	4.366212e-06	1	0.06517776	7.43262e+26	2.372858e+28	
110	1273	1e+19	0	5e-06	9.504e+23	8.92326e+23	6.411603e+23	2.511657e+23	5.807396e+22	0	1.188e+23	1.115408e+23	8.014504e+22	3.139572e+22	7.259245e+21	0	0	1.326059e+24	0	0	3.954566e+13	2753.493	6405.957	8.851333e-09	1.444359e-16	4.897787e-25	0.005711812	0.5	1.162117e-05	1	0.1303555	7.43262e+26	2.372858e+28	
165	1273	1e+19	0	5e-06	1.4256e+24	1.327414e+24	9.502471e+23	3.771673e+23	9.818556e+22	0	1.782e+23	1.659268e+23	1.187809e+23	4.714591e+22	1.227319e+22	0	0	1.326288e+24	1.276546e-10	1.155676e-05	3.929507e+13	4685.014	13966.11	1.107252e-08	2.260222e-16	9.587688e-25	0.008881558	0.5	2.260493e-05	1	0.1955333	7.43262e+26	2.372858e+28	
220	1273	1e+19	0	5e-06	1.9008e+24	1.757899e+24	1.170399e+24	5.874995e+23	1.429014e+23	0	2.376e+23	2.197373e+23	1.462999e+23	7.343744e+22	1.786267e+22	0	0	1.045959e+24	1.582227e-10	1.735441e-05	3.902655e+13	6865.584	24683.21	1.307164e-08	3.150052e-16	1.57748e-24	0.01229357	0.5	3.693816e-05	1	0.260711	7.43262e+26	2.372858e+28	
275	1273	1e+19	0	5e-06	2.376e+24	2.18037e+24	1.547218e+24	6.331519e+23	1.956298e+23	0	2.97e+23	2.725463e+23	1.934023e+23	7.914398e+22	2.445372e+22	0	0	9.892441e+23	1.868517e-10	2.703232e-05	3.872441e+13	9472.213	39612.61	1.504192e-08	4.171231e-16	2.403718e-24	0.01615285	0.5	5.584954e-05	1	0.3258888	7.43262e+26	2.372858e+28	
330	1273	1e+19	0	5e-06	2.8512e+24	2.597456e+24	1.858989e+24	7.384667e+23	2.537439e+23	0	3.564e+23	3.24682e+23	2.323737e+23	9.230833e+22	3.171799e+22	0	0	9.420048e+23	1.947215e-10	2.91329e-05	3.839918e+13	12390.11	58983.72	1.694666e-08	5.294515e-16	3.437371e-24	0.0203305	0.5	7.919534e-05	1	0.3910665	7.43262e+26	2.372858e+28	
385	1273	1e+19	0	5e-06	3.3264e+24	3.009399e+24	2.179607e+24	8.297922e+23	3.170012e+23	0	4.158e+23	3.761748e+23	2.724508e+23	1.03724e+23	3.962516e+22	0	0	9.293112e+23	2.058981e-10	3.39787e-05	3.805324e+13	15619.63	83192.6	1.880227e-08	6.517461e-16	4.694668e-24	0.02480105	0.5	0.0001071884	1	0.4562443	7.43262e+26	2.372858e+28	
440	1273	1e+19	0	5e-06	3.8016e+24	3.417023e+24	2.478209e+24	9.388148e+23	3.845766e+23	0	4.752e+23	4.271279e+23	3.097761e+23	1.173518e+23	4.807208e+22	0	0	9.122055e+23	2.153879e-10	3.818081e-05	3.769061e+13	19131.59	112497.1	2.061068e-08	7.831456e-16	6.183737e-24	0.02951724	0.5	0.0001398413	1	0.5214221	7.43262e+26	2.372858e+28	
495	1273	1e+19	0	5e-06	4.2768e+24	3.82049e+24	2.779704e+24	1.040787e+24	4.563098e+23	0	5.346e+23	4.775613e+23	3.47463e+23	1.300983e+23	5.703872e+22	0	0	8.979899e+23	2.256136e-10	4.319722e-05	3.731276e+13	22929.98	147281.5	2.238353e-08	9.236663e-16	7.920633e-24	0.03446455	0.5	0.0001773244	1	0.5865998	7.43262e+26	2.372858e+28	
550	1273	1e+19	0	5e-06	4.752e+24	4.22007e+24	3.077699e+24	1.142371e+24	5.319299e+23	0	5.94e+23	5.275088e+23	3.847124e+23	1.427963e+23	6.649124e+22	0	0	8.830742e+23	2.348104e-10	4.788919e-05	3.69212e+13	27013.44	187939.6	2.41286e-08	1.073302e-15	9.92134e-24	0.03962761	0.5	0.0002197847	1	0.6517776	7.43262e+26	2.372858e+28	
605	1273	1e+19	0	5e-06	5.2272e+24	4.615921e+24	3.376219e+24	1.239702e+24	6.112788e+23	0	6.534e+23	5.769902e+23	4.220274e+23	1.549628e+23	7.640984e+22	0	0	8.699533e+23	2.434255e-10	5.256333e-05	3.6517e+13	31386.69	234914.7	2.585318e-08	1.232213e-15	1.220439e-23	0.04499672	0.5	0.0002674005	1	0.7169553	7.43262e+26	2.372858e+28	
660	1273	1e+19	0	5e-06	5.7024e+24	5.008231e+24	3.67268e+24	1.335551e+24	6.941688e+23	0	7.128e+23	6.260289e+23	4.59085e+23	1.669439e+23	8.67711e+22	0	0	8.579304e+23	2.513145e-10	5.704179e-05	3.610124e+13	36053.23	288666	2.756259e-08	1.400548e-15	1.478884e-23	0.05056152	0.5	0.0003203373	1	0.7821331	7.43262e+26	2.372858e+28	
715	1273	1e+19	0	5e-06	6.1776e+24	5.397154e+24	3.9677e+24	1.429454e+24	7.804464e+23	0	7.722e+23	6.746442e+23	4.959625e+23	1.786817e+23	9.75558e+22	0	0	8.471363e+23	2.587209e-10	6.145206e-05	3.567493e+13	41018.64	349684.3	2.926134e-08	1.578506e-15	1.769524e-23	0.05631308	0.5	0.0003787658	1	0.8473108	7.43262e+26	2.372858e+28	
770	1273	1e+19	0	5e-06	6.6528e+24	5.782833e+24	4.260823e+24	1.52201e+24	8.699672e+23	0	8.316e+23	7.228541e+23	5.326029e+23	1.902512e+23	1.087459e+23	0	0	8.371892e+23	2.656917e-10	6.577275e-05	3.523898e+13	46289.32	418490	3.095315e-08	1.766313e-15	2.094539e-23	0.06224305	0.5	0.0004428566	1	0.9124886	7.43262e+26	2.372858e+28	
825	1273	1e+19	0	5e-06	7.128e+24	6.165393e+24	4.552355e+24	1.613038e+24	9.626068e+23	0	8.91e+23	7.706742e+23	5.690444e+23	2.016298e+23	1.203258e+23	0	0	8.279868e+23	2.72308e-10	7.003147e-05	3.479424e+13	51873.17	495641.2	3.264134e-08	1.964236e-15	2.456279e-23	0.0683441	0.5	0.0005127862	1	0.9776664	7.43262e+26	2.372858e+28	
880	1273	1e+19	0	5e-06	7.6032e+24	6.544948e+24	4.842284e+24	1.702664e+24	1.058252e+24	0	9.504e+23	8.181185e+23	6.052855e+23	2.128329e+23	1.322815e+23	0	0	8.193927e+23	2.785992e-10	7.421992e-05	3.434149e+13	57779.17	581736.2	3.432881e-08	2.172578e-15	2.857263e-23	0.07460956	0.5	0.000588736	1	1.042844	7.43262e+26	2.372858e+28	
935	1273	1e+19	0	5e-06	8.0784e+24	6.921598e+24	5.130709e+24	1.790889e+24	1.156802e+24	0	1.0098e+24	8.651998e+23	6.413387e+23	2.238611e+23	1.446002e+23	0	0	8.113445e+23	2.846013e-10	7.834381e-05	3.388145e+13	64017.44	677417.1	3.601822e-08	2.391676e-15	3.300203e-23	0.08103343	0.5	0.0006708938	1	1.108022	7.43262e+26	2.372858e+28	
990	1273	1e+19	0	5e-06	8.5536e+24	7.295437e+24	5.417638e+24	1.877799e+24	1.258163e+24	0	1.0692e+24	9.119296e+23	6.772048e+23	2.347248e+23	1.572704e+23	0	0	8.037766e+23	2.9034e-10	8.240326e-05	3.341479e+13	70599.14	783373.3	3.771195e-08	2.621898e-15	3.788009e-23	0.08761019	0.5	0.0007594532	1	1.1732	7.43262e+26	2.372858e+28	
1045	1273	1e+19	0	5e-06	9.0288e+24	7.666549e+24	5.703104e+24	1.963445e+24	1.362251e+24	0	1.1286e+24	9.583187e+23	7.12888e+23	2.454306e+23	1.702813e+23	0	0	7.966396e+23	2.958408e-10	8.640221e-05	3.294217e+13	77536.49	900345.4	3.941222e-08	2.863648e-15	4.323812e-23	0.09433479	0.5	0.0008546143	1	1.238377	7.43262e+26	2.372858e+28	
1100	1273	1e+19	0	5e-06	9.504e+24	8.035014e+24	5.987127e+24	2.047888e+24	1.468986e+24	0	1.188e+24	1.004377e+24	7.483909e+23	2.559859e+23	1.836232e+23	0	0	7.898874e+23	3.011251e-10	9.034301e-05	3.246416e+13	84842.72	1029129	4.112109e-08	3.117361e-15	4.910976e-23	0.1012025	0.5	0.0009565843	1	1.303555	7.43262e+26	2.372858e+28	
1155	1273	1e+19	0	5e-06	9.9792e+24	8.400905e+24	6.269733e+24	2.131172e+24	1.578295e+24	0	1.2474e+24	1.050113e+24	7.837166e+23	2.663965e+23	1.972869e+23	0	0	7.834818e+23	3.062115e-10	9.422843e-05	3.198135e+13	92532.15	1170580	4.284048e-08	3.383503e-15	5.553119e-23	0.108209	0.5	0.001065578	1	1.368733	7.43262e+26	2.372858e+28	
1210	1273	1e+19	0	5e-06	1.04544e+25	8.764288e+24	6.550945e+24	2.213343e+24	1.690112e+24	0	1.3068e+24	1.095536e+24	8.188682e+23	2.766679e+23	2.112639e+23	0	0	7.773894e+23	3.11116e-10	9.806055e-05	3.149428e+13	100620.2	1325619	4.457224e-08	3.662577e-15	6.254136e-23	0.1153502	0.5	0.001181817	1	1.433911	7.43262e+26	2.372858e+28	
1265	1273	1e+19	0	5e-06	1.09296e+25	9.125228e+24	6.830788e+24	2.29444e+24	1.804372e+24	0	1.3662e+24	1.140654e+24	8.538485e+23	2.86805e+23	2.255465e+23	0	0	7.71582e+23	3.158527e-10	0.0001018414	3.100344e+13	109123.3	1495238	4.631812e-08	3.955119e-15	7.018214e-23	0.1226223	0.5	0.001305533	1	1.499088	7.43262e+26	2.372858e+28	
1320	1273	1e+19	0	5e-06	1.14048e+25	9.483784e+24	7.109282e+24	2.374502e+24	1.921016e+24	0	1.4256e+24	1.185473e+24	8.886602e+23	2.968128e+23	2.40127e+23	0	0	7.660351e+23	3.204339e-10	0.0001055729	3.050933e+13	118059.1	1680502	4.807981e-08	4.261704e-15	7.849863e-23	0.1300217	0.5	0.001436965	1	1.564266	7.43262e+26	2.372858e+28	
1375	1273	1e+19	0	5e-06	1.188e+25	9.84001e+24	7.386446e+24	2.453564e+24	2.03999e+24	0	1.485e+24	1.230001e+24	9.233058e+23	3.066955e+23	2.549987e+23	0	0	7.60727e+23	3.248705e-10	0.0001092568	3.001243e+13	127446.6	1882561	4.985896e-08	4.582941e-15	8.753941e-23	0.1375452	0.5	0.001576362	1	1.629444	7.43262e+26	2.372858e+28	
1430	1273	1e+19	0	5e-06	1.23552e+25	1.019396e+25	7.662302e+24	2.531658e+24	2.16124e+24	0	1.5444e+24	1.274245e+24	9.577877e+23	3.164573e+23	2.70155e+23	0	0	7.556389e+23	3.291724e-10	0.0001128946	2.951316e+13	137305.7	2102654	5.165719e-08	4.919481e-15	9.735677e-23	0.1451894	0.5	0.001723983	1	1.694622	7.43262e+26	2.372858e+28	
1485	1273	1e+19	0	5e-06	1.28304e+25	1.054568e+25	7.936865e+24	2.608817e+24	2.284718e+24	0	1.6038e+24	1.31821e+24	9.921082e+23	3.261021e+23	2.855898e+23	0	0	7.507541e+23	3.333483e-10	0.0001164879	2.901196e+13	147658	2342115	5.347606e-08	5.272016e-15	1.080071e-22	0.1529515	0.5	0.001880098	1	1.759799	7.43262e+26	2.372858e+28	
1540	1273	1e+19	0	5e-06	1.33056e+25	1.089522e+25	8.210155e+24	2.685068e+24	2.410377e+24	0	1.6632e+24	1.361903e+24	1.026269e+24	3.356335e+23	3.012971e+23	0	0	7.460575e+23	3.37406e-10	0.0001200382	2.850923e+13	158526.1	2602383	5.531716e-08	5.641279e-15	1.195511e-22	0.1608285	0.5	0.002044986	1	1.824977	7.43262e+26	2.372858e+28	
1595	1273	1e+19	0	5e-06	1.37808e+25	1.124263e+25	8.482187e+24	2.76044e+24	2.538173e+24	0	1.7226e+24	1.405328e+24	1.060273e+24	3.45055e+23	3.172716e+23	0	0	7.415359e+23	3.413528e-10	0.0001235467	2.800538e+13	169934.3	2885012	5.718203e-08	6.028052e-15	1.320543e-22	0.1688179	0.5	0.002218939	1	1.890155	7.43262e+26	2.372858e+28	
1650	1273	1e+19	0	5e-06	1.4256e+25	1.158794e+25	8.752978e+24	2.834959e+24	2.668063e+24	0	1.782e+24	1.448492e+24	1.094122e+24	3.543698e+23	3.335079e+23	0	0	7.371773e+23	3.45195e-10	0.0001270148	2.750076e+13	181908.4	3191678	5.907223e-08	6.433163e-15	1.455875e-22	0.1769169	0.5	0.00240226	1	1.955333	7.43262e+26	2.372858e+28	
1705	1273	1e+19	0	5e-06	1.47312e+25	1.193119e+25	9.022543e+24	2.908648e+24	2.800009e+24	0	1.8414e+24	1.491399e+24	1.127818e+24	3.63581e+23	3.500011e+23	0	0	7.329711e+23	3.489386e-10	0.0001304435	2.699575e+13	194475.7	3524188	6.098931e-08	6.857491e-15	1.602268e-22	0.1851231	0.5	0.002595265	1	2.02051	7.43262e+26	2.372858e+28	
1760	1273	1e+19	0	5e-06	1.52064e+25	1.227243e+25	9.290897e+24	2.981531e+24	2.933971e+24	0	1.9008e+24	1.534054e+24	1.161362e+24	3.726914e+23	3.667464e+23	0	0	7.289074e+23	3.525889e-10	0.0001338342	2.64907e+13	207665.2	3884498	6.293483e-08	7.301969e-15	1.760545e-22	0.1934342	0.5	0.002798284	1	2.085688	7.43262e+26	2.372858e+28	
1815	1273	1e+19	0	5e-06	1.56816e+25	1.261169e+25	9.558054e+24	3.053631e+24	3.069915e+24	0	1.9602e+24	1.576461e+24	1.194757e+24	3.817039e+23	3.837394e+23	0	0	7.249774e+23	3.561509e-10	0.0001371877	2.598593e+13	221507.9	4274718	6.491038e-08	7.767586e-15	1.931596e-22	0.201848	0.5	0.003011659	1	2.150866	7.43262e+26	2.372858e+28	
